City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Goderich,CA,43.7501,-81.7165,37.4,93,100,10.36,overcast clouds
347,Pangody,RU,65.85,74.4859,0.41,92,76,16.6,broken clouds
348,Mercedes,AR,-34.6515,-59.4307,71.01,78,0,1.5,clear sky
349,La Romana,DO,18.4273,-68.9728,84.2,65,40,6.91,scattered clouds
350,Vostok,RU,46.4856,135.8833,35.69,56,100,3.8,overcast clouds
351,Moose Factory,CA,51.2585,-80.6094,35.6,80,90,16.11,overcast clouds
352,Spiridonovka,RU,53.0925,50.6462,55.4,35,0,4.47,clear sky
353,High Rock,BS,26.6208,-78.2833,78.8,61,75,12.66,broken clouds
354,Smithers,CA,54.7804,-127.1743,64.4,29,20,5.75,few clouds
355,Mechanicsville,US,37.6088,-77.3733,64.99,45,90,12.66,overcast clouds
356,Aykhal,RU,66.0,111.5,19.27,93,100,16.87,light snow
357,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,69.69,83,100,1.43,overcast clouds
358,Toamasina,MG,-18.1667,49.3833,75.2,100,40,3.44,scattered clouds
359,Naze,JP,28.3667,129.4833,68.0,88,75,9.22,broken clouds
360,Wiang Sa,TH,8.6359,99.3666,84.0,85,100,1.77,overcast clouds
361,Banda Aceh,ID,5.5577,95.3222,80.06,78,95,7.45,overcast clouds
362,Lima,PE,-12.0432,-77.0282,69.8,73,40,9.22,scattered clouds
363,Payyannur,IN,12.1,75.2,79.38,81,89,2.62,overcast clouds
364,Sibu,MY,2.3,111.8167,75.2,94,40,3.44,scattered clouds
365,Rundu,NA,-17.9333,19.7667,64.4,39,72,6.08,broken clouds
366,Gueret,FR,46.1667,1.8667,39.2,56,0,14.97,clear sky
367,Chalchihuites,MX,23.4833,-103.8833,80.46,8,10,23.53,clear sky
368,Taree,AU,-31.9,152.4667,60.8,82,51,5.75,broken clouds
369,Camana,PE,-16.6228,-72.7111,69.53,78,59,5.28,broken clouds
370,Tlaltenango,MX,19.1667,-98.3333,80.6,22,75,10.36,broken clouds
371,Evensk,RU,61.95,159.2333,24.13,95,100,3.69,snow
372,Urucui,BR,-7.2294,-44.5561,80.65,64,99,2.04,overcast clouds
373,Cuamba,MZ,-14.8031,36.5372,66.45,80,90,2.95,overcast clouds
374,Bathsheba,BB,13.2167,-59.5167,82.4,61,40,18.41,scattered clouds
375,Nelson,NZ,-41.2833,173.2833,63.0,93,19,7.7,few clouds
376,Kafanchan,NG,9.5833,8.3,79.07,33,98,1.43,overcast clouds
377,Porto Novo,BJ,6.4965,2.6036,84.2,79,40,8.05,light rain
378,Saint-Ambroise,CA,48.5501,-71.3324,64.4,20,55,17.27,broken clouds
379,Sakaiminato,JP,35.55,133.2333,44.6,76,20,8.05,few clouds
380,Iskele,TR,39.484,26.9278,57.2,82,40,3.44,scattered clouds
381,Bernal,PE,-5.45,-80.75,82.78,48,54,11.43,broken clouds
382,Raudeberg,NO,61.9875,5.1352,39.0,87,100,3.78,overcast clouds
383,Tucurui,BR,-3.7661,-49.6725,76.28,93,97,3.24,overcast clouds
384,Bull Savanna,JM,17.8868,-77.5902,79.47,60,21,9.82,few clouds
385,Cap-Aux-Meules,CA,47.3821,-61.8597,37.4,81,17,11.5,few clouds
386,Tolaga Bay,NZ,-38.3667,178.3,67.39,47,0,5.26,clear sky
387,Rocha,UY,-34.4833,-54.3333,65.23,92,35,5.91,scattered clouds
388,Poum,NC,-20.2333,164.0167,79.12,78,94,4.61,overcast clouds
389,Eresos,GR,39.1667,25.9333,59.0,77,40,5.01,scattered clouds
390,Kenai,US,60.5544,-151.2583,44.6,75,90,9.22,overcast clouds
391,Padang,ID,-0.9492,100.3543,76.15,83,100,3.33,overcast clouds
392,Hervey Bay,AU,-25.2986,152.8535,66.99,87,0,1.01,clear sky
393,Kralendijk,BQ,12.15,-68.2667,84.2,74,40,19.57,scattered clouds
394,Port Shepstone,ZA,-30.7414,30.455,72.27,69,47,30.31,scattered clouds
395,Pevek,RU,69.7008,170.3133,20.53,75,100,23.69,overcast clouds
396,Lethem,GY,3.3803,-59.7968,87.8,66,40,13.8,light rain
397,Yulara,AU,-25.2406,130.9889,59.0,88,98,5.75,overcast clouds
398,Oistins,BB,13.0667,-59.5333,82.4,61,40,18.41,scattered clouds
399,Tanabe,JP,33.7333,135.3667,58.32,80,89,15.82,overcast clouds
400,Biskamzha,RU,53.4497,89.5272,35.85,99,100,4.05,overcast clouds
401,Khambhat,IN,22.3,72.6167,81.3,51,0,14.47,clear sky
402,Rongcheng,CN,30.634,117.8517,58.66,92,64,2.19,broken clouds
403,La Ronge,CA,55.1001,-105.2842,51.8,32,18,10.36,few clouds
404,Komsomolskoye,RU,55.2567,47.5461,53.89,70,58,8.84,broken clouds
405,Alta,NO,69.9689,23.2717,39.2,75,75,11.5,broken clouds
406,Mangrol,IN,21.1167,70.1167,78.21,77,0,11.95,clear sky
407,Anito,PH,12.4497,125.2886,78.06,89,100,8.05,overcast clouds
408,Uva,RU,56.9908,52.1852,46.0,66,98,7.0,overcast clouds
409,San Quintin,MX,30.4833,-115.95,61.59,62,100,18.99,overcast clouds
410,Bestobe,KZ,52.4994,73.0975,46.53,64,1,9.1,clear sky
411,Nefteyugansk,RU,61.0998,72.6035,32.0,100,75,8.95,broken clouds
412,Viga,PH,13.8719,124.3091,78.01,90,100,5.66,overcast clouds
413,Tsogni,GA,-2.7942,10.0988,78.3,89,100,3.24,moderate rain
414,Pangai,TO,-19.8,-174.35,80.6,78,75,4.61,broken clouds
415,Anloga,GH,5.7947,0.8973,84.2,79,20,10.36,few clouds
416,Boralday,KZ,43.3578,76.8594,53.6,54,40,4.47,scattered clouds
417,Radishchevo,RU,52.85,47.8833,53.87,54,100,3.4,overcast clouds
418,Kidal,ML,18.4411,1.4078,89.11,7,100,2.28,overcast clouds
419,Kamaishi,JP,39.2667,141.8833,49.08,64,100,5.97,overcast clouds
420,Bahia De Caraquez,EC,-0.6,-80.4167,87.8,58,40,12.66,scattered clouds
421,Paamiut,GL,61.994,-49.6678,21.31,72,86,36.8,overcast clouds
422,Hambantota,LK,6.1241,81.1185,73.4,100,20,3.44,few clouds
423,Altay,CN,47.8667,88.1167,41.43,40,0,6.42,clear sky
424,Kindu,CD,-2.95,25.95,74.37,86,97,1.45,light rain
425,Bonavista,CA,48.6499,-53.1147,33.01,93,100,5.75,overcast clouds
426,Warrnambool,AU,-38.3833,142.4833,53.01,76,100,7.81,overcast clouds
427,Dubbo,AU,-32.25,148.6167,53.6,71,100,8.05,overcast clouds
428,Aldergrove,CA,49.058,-122.4709,75.99,28,1,3.44,clear sky
429,San Policarpo,PH,12.1791,125.5072,80.13,83,100,10.36,overcast clouds
430,Nizhniye Sergi,RU,56.6614,59.3033,45.23,92,39,2.82,scattered clouds
431,Shenjiamen,CN,29.9576,122.298,55.11,85,10,3.85,clear sky
432,Cervo,ES,43.6702,-7.4101,51.01,70,1,5.99,clear sky
433,Luena,AO,-11.7833,19.9167,60.75,90,58,3.24,broken clouds
434,Ossora,RU,59.2353,163.0719,32.72,99,100,2.62,light snow
435,Kihei,US,20.785,-156.4656,80.6,57,40,14.97,scattered clouds
436,Christchurch,NZ,-43.5333,172.6333,69.01,52,79,8.05,broken clouds
437,Bar Harbor,US,44.3876,-68.2039,46.4,36,1,10.36,clear sky
438,Araouane,ML,18.9048,-3.5265,88.32,11,3,11.99,clear sky
439,Eyl,SO,7.9803,49.8164,80.2,70,22,7.45,few clouds
440,Donghai,CN,22.9459,115.642,73.99,80,96,6.04,overcast clouds
441,Adamas,GR,36.7333,24.4333,57.2,94,99,5.75,overcast clouds
442,Winona,US,43.9666,-91.7668,51.01,57,75,9.22,broken clouds
443,Rio Gallegos,AR,-51.6226,-69.2181,64.4,29,0,25.32,clear sky
444,Faya,SA,18.3851,42.4509,62.6,59,40,5.75,scattered clouds
445,Gazanjyk,TM,39.2446,55.5154,66.29,41,40,6.04,scattered clouds
446,Perbaungan,ID,3.5679,98.956,75.2,100,40,3.44,scattered clouds
447,Cherskiy,RU,68.75,161.3,20.35,93,100,8.19,light snow
448,Qasigiannguit,GL,68.8193,-51.1922,12.2,62,75,6.91,broken clouds
449,Omurtag,BG,43.1,26.4167,46.4,53,82,9.22,broken clouds
450,Santa Fe,AR,-31.6333,-60.7,79.0,60,0,1.99,clear sky
451,Caapucu,PY,-26.2167,-57.2,69.17,95,55,6.69,broken clouds
452,Samarai,PG,-10.6167,150.6667,80.04,81,99,1.21,overcast clouds
453,Navirai,BR,-23.065,-54.1906,72.36,71,23,8.3,few clouds
454,Khomutovka,RU,51.9207,34.5619,48.02,86,97,7.23,overcast clouds
455,Macapa,BR,0.0389,-51.0664,77.0,100,75,2.3,light rain
456,Puebloviejo,CO,10.9938,-74.2844,91.4,55,75,18.41,broken clouds
457,Iquitos,PE,-3.7481,-73.2472,89.6,62,40,4.61,scattered clouds
458,Jaque,PA,7.5175,-78.1703,81.28,83,100,3.02,light rain
459,Dakar,SN,14.6937,-17.4441,68.0,94,92,11.5,overcast clouds
460,Norman Wells,CA,65.282,-126.8329,46.4,53,20,6.91,few clouds
461,Yurino,RU,56.2942,46.3039,46.4,71,0,8.95,clear sky
462,Nueva Gerona,CU,21.8833,-82.8,81.59,55,5,10.2,clear sky
463,Nara,JP,34.6851,135.8049,57.99,77,75,13.8,broken clouds
464,Mandaguacu,BR,-23.3472,-52.0953,80.6,50,0,5.75,clear sky
465,Jacareacanga,BR,-6.2222,-57.7528,76.03,96,98,3.0,light rain
466,Howard Springs,AU,-12.497,131.047,77.0,88,75,5.75,broken clouds
467,Arlit,NE,18.7369,7.3853,87.06,6,29,9.86,scattered clouds
468,Port Hedland,AU,-20.3167,118.5667,71.6,64,3,6.91,clear sky
469,Malartic,CA,48.1335,-78.1328,46.4,93,90,9.22,moderate rain
470,Chumphon,TH,10.3333,98.8333,71.83,93,98,1.52,overcast clouds
471,Cravo Norte,CO,6.3017,-70.2041,86.83,54,83,4.43,broken clouds
472,Bodden Town,KY,19.2833,-81.25,84.99,65,20,9.22,few clouds
473,Labuhan,ID,-6.8844,112.2051,76.21,87,88,5.21,overcast clouds
474,Seoul,KR,37.5683,126.9778,51.8,71,90,5.75,overcast clouds
475,Greytown,ZA,-29.0642,30.5928,60.87,92,49,3.62,light rain
476,Mamou,GN,10.5,-12.0,79.88,57,76,3.24,broken clouds
477,Zavodouspenskoye,RU,56.8626,65.0155,46.4,61,0,15.66,clear sky
478,Saint-Francois,FR,46.4154,3.9054,37.0,69,0,4.61,clear sky
479,Kropotkin,RU,45.4375,40.5756,48.47,86,63,6.73,broken clouds
480,Quatre Cocos,MU,-20.2078,57.7625,78.01,94,75,1.14,light rain
481,Usinsk,RU,65.9939,57.5281,19.22,66,29,4.72,scattered clouds
482,Severnyy,RU,50.677,36.5532,44.6,87,75,8.95,broken clouds
483,Mareeba,AU,-17.0,145.4333,72.0,89,38,1.99,scattered clouds
484,Okhotsk,RU,59.3833,143.3,15.48,79,26,4.0,scattered clouds
485,Male,MV,4.1748,73.5089,84.2,74,40,8.05,scattered clouds
486,Sol-Iletsk,RU,51.1631,54.9918,51.66,54,0,7.27,clear sky
487,Ivanivka,UA,46.7208,34.553,45.55,79,100,13.44,overcast clouds
488,Guarapari,BR,-20.6667,-40.4975,77.0,65,0,9.22,clear sky
489,Dahanu,IN,19.9667,72.7333,80.01,69,0,4.88,clear sky
490,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,38,26,18.59,scattered clouds
491,Sakakah,SA,29.9697,40.2064,69.8,14,0,11.5,clear sky
492,Placido De Castro,BR,-10.3353,-67.1856,78.22,90,100,2.55,light rain
493,Amuntai,ID,-2.4177,115.2494,72.37,98,98,0.25,overcast clouds
494,Itum-Kale,RU,42.7356,45.5758,46.99,66,81,4.63,broken clouds
495,Mackay,AU,-21.15,149.2,70.0,94,2,4.61,clear sky
496,Lapeer,US,43.0514,-83.3188,43.0,70,90,9.22,overcast clouds
497,Amga,RU,60.8953,131.9608,18.95,93,93,2.75,overcast clouds
498,Yar-Sale,RU,66.8333,70.8333,-5.46,90,31,12.17,scattered clouds
499,Kibungo,RW,-2.1597,30.5427,68.0,83,40,2.3,light rain
500,Champerico,GT,14.3,-91.9167,93.2,55,75,13.8,broken clouds
501,Kurakh,RU,41.5849,47.7831,45.09,56,98,3.06,overcast clouds
502,Hasaki,JP,35.7333,140.8333,48.2,81,40,4.61,scattered clouds
503,Saint-Georges,GD,12.0564,-61.7485,84.2,74,20,19.57,few clouds
504,Malesici,BA,44.7381,18.2739,37.0,86,0,1.14,clear sky
505,Bouna,CI,9.2667,-3.0,86.25,36,100,6.26,overcast clouds
506,Kalmar,SE,56.6616,16.3616,39.99,80,99,6.91,overcast clouds
507,Kurayoshi,JP,35.4333,133.8167,57.2,72,20,1.14,few clouds
508,Iset,RU,56.9779,60.3718,41.0,75,0,2.24,clear sky
509,Diamantino,BR,-14.4086,-56.4461,75.09,79,91,3.29,overcast clouds
510,Dunedin,NZ,-45.8742,170.5036,57.0,68,53,1.39,light rain
511,Gamba,GA,-2.65,10.0,79.25,88,100,4.14,light rain
512,Cockburn Town,TC,21.4612,-71.1419,74.95,60,19,9.8,few clouds
513,Koungheul,SN,13.9833,-14.8,92.34,15,89,11.34,overcast clouds
514,Grindavik,IS,63.8424,-22.4338,46.4,93,75,26.46,broken clouds
515,Halifax,CA,44.6453,-63.5724,43.0,75,20,11.5,few clouds
516,Guerrero Negro,MX,27.9769,-114.0611,62.49,59,97,19.91,overcast clouds
517,Mount Isa,AU,-20.7333,139.5,73.4,20,1,8.05,clear sky
518,Elko,US,41.0002,-115.5012,54.0,66,100,1.01,overcast clouds
519,Olafsvik,IS,64.8945,-23.7142,44.35,97,100,22.48,overcast clouds
520,Loreto,MX,22.2667,-101.9667,85.53,9,0,12.24,clear sky
521,Nuevo Progreso,MX,23.1667,-97.95,93.0,54,8,5.99,clear sky
522,Binzhou,CN,37.3667,118.0167,45.66,31,0,7.61,clear sky
523,Balad,IQ,34.0164,44.1453,67.82,21,0,8.5,clear sky
524,Nakhon Phanom,TH,17.3333,104.4167,75.25,82,12,4.81,few clouds
525,Leticia,CO,-4.2153,-69.9406,87.8,55,20,2.3,few clouds
526,Auki,SB,-8.7676,160.7034,81.82,76,42,1.9,scattered clouds
527,Lapithos,CY,35.3375,33.1792,55.4,76,0,1.32,clear sky
528,Hirson,FR,49.9226,4.0826,35.6,75,75,5.75,broken clouds
529,Phalodi,IN,27.1333,72.3667,78.58,40,100,12.1,overcast clouds
530,Hattiesburg,US,31.3271,-89.2903,71.6,60,75,10.36,broken clouds
531,Trincomalee,LK,8.5711,81.2335,77.25,86,99,6.06,overcast clouds
532,Asau,RO,46.4333,26.4,37.99,47,20,3.4,few clouds
533,Prince Rupert,CA,54.3161,-130.3201,51.8,66,1,4.61,clear sky
534,Saint-Louis,SN,16.3333,-15.0,93.2,24,0,2.3,clear sky
535,Blahodatne,UA,50.6637,24.2492,35.04,97,100,11.97,light rain
536,Sibolga,ID,1.7427,98.7792,75.72,88,76,3.0,broken clouds
537,Isla Vista,US,34.4133,-119.861,62.01,63,1,8.05,clear sky
538,Kulhudhuffushi,MV,6.6221,73.07,83.3,71,70,4.0,broken clouds
539,Tuatapere,NZ,-46.1333,167.6833,50.0,89,100,7.0,overcast clouds
540,Durango,MX,24.8333,-104.8333,84.63,4,15,20.69,few clouds
541,Marsh Harbour,BS,26.5412,-77.0636,74.93,61,6,8.3,clear sky
542,Clifton,US,40.8584,-74.1638,50.0,87,90,10.36,moderate rain
543,Port Lincoln,AU,-34.7333,135.8667,58.57,81,6,5.12,clear sky
544,Grand Gaube,MU,-20.0064,57.6608,78.01,84,69,7.0,light rain
545,Oksfjord,NO,70.2396,22.3479,39.2,75,75,11.5,light rain
546,Ballina,AU,-28.8667,153.5667,66.99,94,7,6.22,clear sky
547,Elizabeth City,US,36.2946,-76.2511,66.99,72,75,10.36,broken clouds
548,Talovaya,RU,51.1144,40.73,50.67,73,31,5.75,scattered clouds
549,Tengushevo,RU,54.7686,42.7189,52.12,62,100,8.34,overcast clouds
550,Shihezi,CN,44.3,86.0333,52.86,25,0,6.4,clear sky
551,Ormara,PK,25.2088,64.6357,79.97,80,22,4.79,few clouds
552,Leshukonskoye,RU,64.8989,45.7622,32.0,76,67,5.01,broken clouds
553,Kungurtug,RU,50.5994,97.5228,14.49,88,13,2.3,few clouds
554,Marawi,PH,7.9986,124.2928,75.99,91,100,1.99,moderate rain
555,Nadym,RU,65.5333,72.5167,6.85,83,92,20.09,overcast clouds
556,Mincivan,AZ,39.0294,46.7185,60.4,53,100,3.02,overcast clouds
557,Iralaya,HN,15.0,-83.2333,87.8,70,75,9.22,broken clouds
558,Gornopravdinsk,RU,60.05,69.9,38.53,88,100,6.51,overcast clouds
559,Jiangyou,CN,31.7667,104.7167,56.01,73,100,3.44,light rain
560,Nunoa,PE,-14.48,-70.6411,52.54,49,5,3.44,clear sky
561,Wanning,CN,18.8003,110.3967,75.56,89,100,4.18,overcast clouds
562,Puerto Lopez,CO,4.0845,-72.956,84.87,67,73,0.89,broken clouds
563,Port Augusta,AU,-32.5,137.7667,57.2,94,90,4.61,overcast clouds
564,Bardiyah,LY,31.7561,25.0865,62.42,77,14,8.16,few clouds
565,Tecoanapa,MX,16.5167,-98.75,85.62,53,98,12.55,overcast clouds
566,Vao,NC,-22.6667,167.4833,74.8,85,100,20.36,light rain
567,Bandarbeyla,SO,9.4942,50.8122,80.11,78,40,6.24,scattered clouds
568,La Ligua,CL,-32.4524,-71.2311,55.4,94,75,10.36,fog
569,Ust-Nera,RU,64.5667,143.2,8.4,89,100,5.79,overcast clouds
570,Iisalmi,FI,63.5592,27.1907,30.2,80,0,2.3,clear sky
571,Nikel,RU,69.4128,30.222,35.6,80,20,17.27,few clouds
572,Tarko-Sale,RU,64.9225,77.785,8.01,82,61,4.0,broken clouds
573,Byron Bay,AU,-28.65,153.6167,66.99,94,8,4.97,clear sky
574,Merauke,ID,-8.4667,140.3333,78.39,82,51,10.22,broken clouds
575,Pedernales,DO,18.0384,-71.744,81.39,63,3,4.68,clear sky
576,Kisangani,CD,0.5167,25.2,72.07,89,56,1.52,broken clouds
577,Kangaba,ML,11.9333,-8.4167,91.8,22,28,3.87,scattered clouds
578,Farah,AF,32.5,62.5,64.94,21,43,5.5,scattered clouds
579,Flin Flon,CA,54.7682,-101.865,48.2,31,40,6.91,scattered clouds
580,Nenjiang,CN,49.1833,125.2167,33.35,97,100,15.37,snow
581,Axim,GH,4.8699,-2.2405,81.23,82,8,7.56,clear sky
582,Verkhnetulomskiy,RU,68.6073,31.7962,37.4,75,0,4.47,clear sky
583,Talara,PE,-4.5772,-81.2719,80.6,65,40,13.8,scattered clouds
584,Puerto Suarez,BO,-18.95,-57.8,84.2,70,40,4.61,scattered clouds
585,Sidney,AU,-33.8679,151.2073,61.0,51,75,10.36,broken clouds
586,Kasempa,ZM,-13.4584,25.8338,62.94,61,85,4.52,overcast clouds
587,Iskateley,RU,67.6803,53.1512,24.1,94,60,14.43,broken clouds
588,Santa Rosa,PH,14.3122,121.1114,80.6,78,20,2.3,few clouds
589,Olinda,BR,-8.0089,-34.8553,73.4,88,75,4.61,broken clouds
590,Nizhniy Kuranakh,RU,58.8353,125.4869,23.25,81,60,7.07,broken clouds
591,Aswan,EG,24.0934,32.907,77.36,13,0,7.47,clear sky
592,Kamphaeng Phet,TH,16.25,99.5,80.37,63,66,1.45,broken clouds
593,Kununurra,AU,-15.7667,128.7333,64.4,94,57,3.8,broken clouds
594,Tuy Hoa,VN,13.0833,109.3,74.8,87,51,3.27,broken clouds
595,Maniitsoq,GL,65.4167,-52.9,14.77,71,94,29.01,overcast clouds
596,Hanzhong,CN,33.0728,107.0303,53.24,68,100,1.34,light rain
597,Wagar,SD,16.1525,36.2032,81.7,36,99,10.96,overcast clouds
598,Moses Lake,US,47.1301,-119.2781,73.4,16,1,18.41,clear sky
599,Terrace,CA,54.5163,-128.6035,66.2,26,75,5.75,broken clouds
600,Ribeirao Branco,BR,-24.2208,-48.7656,60.8,92,99,8.25,overcast clouds
601,Fukue,JP,32.6881,128.8419,59.09,83,100,19.17,overcast clouds
602,Vuktyl,RU,63.8567,57.3094,23.43,75,46,6.96,scattered clouds
603,Urubicha,BO,-15.3833,-62.95,78.62,75,95,1.95,overcast clouds
604,Mopti,ML,14.6667,-4.0,96.8,38,40,2.3,scattered clouds
605,Bulawayo,ZW,-20.15,28.5833,57.29,58,0,6.02,clear sky
606,Shache,CN,38.4167,77.2406,61.03,35,100,17.4,overcast clouds
607,Paita,PE,-5.0892,-81.1144,80.6,65,40,13.8,scattered clouds
608,Korla,CN,41.7597,86.1469,56.12,26,93,10.51,overcast clouds
609,Mikhaylovskoye,RU,51.8239,79.7172,48.51,75,22,5.12,few clouds
610,Krasnoye,UA,49.9145,24.6134,35.6,93,75,11.18,light snow
611,Matagami,CA,49.7502,-77.6328,57.2,54,75,11.5,broken clouds
612,Russell,US,32.3502,-85.1999,72.0,64,90,8.05,overcast clouds
613,Nouakchott,MR,18.0858,-15.9785,71.6,78,0,18.41,clear sky
614,Saint-Leu,RE,-21.15,55.2833,77.0,78,0,5.75,clear sky
615,Marostica,IT,45.7468,11.6579,45.0,71,3,4.47,clear sky
616,Balykshi,KZ,47.0667,51.8667,55.4,82,2,13.42,mist
617,Vardo,NO,70.3705,31.1107,32.0,93,75,11.5,light snow
618,Acapulco,MX,16.8634,-99.8901,86.0,66,40,9.22,scattered clouds
619,Yumen,CN,40.2833,97.2,41.79,16,0,10.25,clear sky
620,Te Anau,NZ,-45.4167,167.7167,49.68,90,100,3.53,overcast clouds
621,Ontario,US,34.0633,-117.6509,72.0,32,40,6.91,scattered clouds
622,Harper,LR,4.375,-7.7169,81.34,78,92,6.67,overcast clouds
623,Moerai,PF,-22.4333,-151.3333,80.85,75,17,13.73,few clouds
624,Wufeng,CN,27.45,104.8333,44.73,94,100,5.75,overcast clouds
625,Yelizovo,RU,53.1873,158.3805,32.0,100,75,6.71,broken clouds
626,Wembley,AU,-31.9333,115.8,61.0,77,0,6.91,clear sky
627,Ipixuna,BR,-1.7625,-48.8043,80.6,78,75,9.22,broken clouds
628,Magaria,NE,12.9983,8.9099,81.86,8,52,9.6,broken clouds
629,Salinopolis,BR,-0.6136,-47.3561,79.57,85,98,10.87,moderate rain
630,Barabai,ID,-2.5833,115.3833,72.48,97,98,0.94,overcast clouds
631,Lazaro Cardenas,MX,17.9583,-102.2,84.15,53,0,13.6,clear sky
632,Roma,US,43.2128,-75.4557,43.0,81,90,9.22,overcast clouds
633,Bartica,GY,6.4,-58.6167,84.2,79,20,6.91,few clouds
634,Ilhabela,BR,-23.7781,-45.3581,72.84,75,67,9.01,broken clouds
635,Inuvik,CA,68.3499,-133.7218,21.2,73,91,8.05,overcast clouds
636,Quelimane,MZ,-17.8786,36.8883,77.0,83,0,5.75,light rain
637,Santa Maria,BR,-29.6842,-53.8069,68.0,100,0,3.44,moderate rain
638,Deputatskiy,RU,69.3,139.9,-5.55,90,91,3.38,overcast clouds
639,Kemijarvi,FI,66.7131,27.4306,28.83,96,19,4.47,few clouds
640,Ronne,DK,55.1009,14.7066,41.0,56,90,10.36,overcast clouds
641,Barra,BR,-11.0894,-43.1417,83.39,43,88,2.71,overcast clouds
642,Nuuk,GL,64.1835,-51.7216,17.6,62,75,16.11,broken clouds
643,Honningsvag,NO,70.9821,25.9704,35.6,87,75,21.85,light rain
644,Las Lomas,PA,8.4333,-82.4,82.4,74,40,8.05,scattered clouds
645,Koshurnikovo,RU,54.1667,93.3,30.88,96,99,2.62,overcast clouds
646,Svetlogorsk,BY,52.6333,29.7333,43.83,94,38,6.02,scattered clouds
647,Kozluk,TR,38.1938,41.4885,50.0,76,0,1.14,clear sky
648,Yangambi,CD,0.8102,24.4336,72.64,88,88,1.41,light rain
649,Jalu,LY,29.0331,21.5482,73.78,21,92,9.95,overcast clouds
650,Krasnovka,RU,48.8177,40.0923,47.23,90,6,6.8,clear sky
651,Berlevag,NO,70.8578,29.0864,35.6,87,0,17.27,light snow
652,Kibala,TD,9.1104,18.3463,86.0,42,0,1.79,clear sky
653,Rafsanjan,IR,30.4067,55.9939,62.26,44,1,4.09,clear sky
654,Sungaipenuh,ID,-2.0833,101.3833,63.34,95,100,1.97,overcast clouds
655,Lorengau,PG,-2.0226,147.2712,82.08,76,100,4.29,overcast clouds
656,Tura,IN,25.5198,90.2201,74.95,55,84,4.94,broken clouds
657,Miyang,CN,24.4042,103.4428,58.66,83,41,2.95,scattered clouds
658,Stephenville,US,32.2207,-98.2023,55.4,88,90,5.75,moderate rain
659,Nantucket,US,41.2835,-70.0995,46.4,76,90,17.27,overcast clouds
660,Kaliua,TZ,-5.0606,31.7936,63.5,94,76,4.7,broken clouds
661,Gat,IL,31.61,34.7642,64.99,72,98,3.47,overcast clouds
662,Tongliao,CN,43.6125,122.2653,41.4,54,17,21.81,few clouds
663,Omsukchan,RU,62.5333,155.8,18.18,91,99,5.64,light snow
664,Vernon,CA,50.2581,-119.2691,71.01,21,5,4.61,clear sky
665,Obera,AR,-27.4871,-55.1199,63.68,99,99,4.25,overcast clouds
666,Ordzhonikidze,KZ,52.4411,61.7408,47.17,56,55,4.12,broken clouds
667,Butia,BR,-30.1197,-51.9622,67.32,85,100,1.88,overcast clouds
668,Pontianak,ID,-0.0333,109.3333,73.4,100,40,1.14,scattered clouds
669,Kaka,TM,37.3482,59.6143,62.28,46,48,2.1,scattered clouds
670,Mizdah,LY,31.4451,12.9801,59.14,60,91,20.67,overcast clouds
671,Chumikan,RU,54.7183,135.315,21.31,81,16,11.39,few clouds
672,Tabou,CI,4.423,-7.3528,81.28,79,79,6.62,broken clouds
673,Kananga,CD,-5.8958,22.4178,68.67,88,42,4.03,scattered clouds
674,Santa Ana,US,33.7456,-117.8678,69.8,52,75,10.36,broken clouds
675,Yatou,CN,37.15,122.3833,46.38,66,15,10.58,few clouds
676,Abaete,BR,-19.16,-45.4458,72.36,61,81,5.08,broken clouds
677,Barentu,ER,15.1139,37.5928,79.32,39,51,1.66,broken clouds
678,Abha,SA,18.2164,42.5053,62.6,59,40,5.75,scattered clouds
679,Alugan,PH,12.2188,125.4808,79.66,84,100,9.78,overcast clouds
680,Bakchar,RU,57.0186,82.0711,39.79,98,100,10.18,overcast clouds
681,Teahupoo,PF,-17.8333,-149.2667,87.8,66,40,14.97,light rain
682,Misratah,LY,32.3754,15.0925,61.57,82,85,24.07,overcast clouds
683,Pangnirtung,CA,66.1451,-65.7125,3.2,55,20,9.22,few clouds
684,Waipawa,NZ,-41.4122,175.5153,66.2,55,1,17.27,clear sky
685,Langfang,CN,39.5097,116.6947,54.0,21,0,5.61,clear sky
686,Port Hardy,CA,50.6996,-127.4199,55.4,58,1,4.61,clear sky
687,Ridgetown,CA,42.4334,-81.8998,44.6,70,40,12.66,scattered clouds
688,Shetpe,KZ,44.1667,52.1167,53.73,60,65,10.42,broken clouds
689,Pendleton,US,45.6721,-118.7886,66.99,22,1,5.75,clear sky
690,Maneadero,MX,31.7167,-116.5667,64.99,69,88,5.99,overcast clouds
691,Vila Velha,BR,-20.3297,-40.2925,77.0,65,0,9.22,clear sky
692,Coquimbo,CL,-29.9533,-71.3436,59.0,88,90,8.05,overcast clouds
693,Scarborough,GB,54.2797,-0.4044,37.0,86,0,3.27,clear sky
694,Meadow Lake,US,34.8014,-106.5436,75.0,6,75,13.8,broken clouds
695,Mumford,GH,5.2618,-0.759,81.66,83,36,10.98,scattered clouds
696,Atbasar,KZ,51.8,68.3333,39.94,53,0,2.33,clear sky
697,Sumter,US,28.7086,-82.0831,75.0,75,98,4.0,overcast clouds
