City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Provideniya,RU,2021-04-14 23:35:04,64.3833,-173.3,19.4,68,0,4.47
297,Taunggyi,MM,2021-04-14 23:33:09,20.7833,97.0333,66.67,59,73,1.9
298,Bambamarca,PE,2021-04-14 23:37:55,-6.6833,-78.5333,54.82,98,100,3.44
299,Fort Nelson,CA,2021-04-14 23:37:55,58.8053,-122.7002,59.0,26,20,5.75
300,Likasi,CD,2021-04-14 23:37:56,-10.9814,26.7333,60.08,97,96,2.95
301,Kadyy,RU,2021-04-14 23:37:56,57.787,43.1903,45.77,78,100,4.0
302,Trogir,HR,2021-04-14 23:37:57,43.5125,16.2517,42.8,52,0,8.05
303,Maldonado,UY,2021-04-14 23:37:57,-34.6667,-54.9167,64.99,82,0,2.3
304,Grootfontein,NA,2021-04-14 23:37:57,-19.5667,18.1167,53.6,82,0,1.14
305,Hereford,GB,2021-04-14 23:35:31,52.0568,-2.7148,42.01,76,73,1.97
306,Luis Correia,BR,2021-04-14 23:37:58,-2.8792,-41.6669,79.84,84,77,11.74
307,Torbay,CA,2021-04-14 23:35:29,47.6666,-52.7314,34.0,93,90,10.36
308,Suwannaphum,TH,2021-04-14 23:37:59,15.6035,103.8021,88.0,88,40,3.44
309,Saint-Francois,FR,2021-04-14 23:37:59,46.4154,3.9054,33.8,69,0,4.61
310,Cayenne,GF,2021-04-14 23:35:27,4.9333,-52.3333,82.0,89,90,3.44
311,Ulaangom,MN,2021-04-14 23:37:59,49.9811,92.0667,36.66,39,85,5.44
312,Gimli,CA,2021-04-14 23:38:00,50.6336,-96.9907,35.6,60,97,10.36
313,Auchi,NG,2021-04-14 23:36:18,7.0667,6.2667,77.25,84,84,3.69
314,Noumea,NC,2021-04-14 23:33:20,-22.2763,166.4572,78.01,83,75,11.5
315,Parana,AR,2021-04-14 23:33:07,-31.732,-60.5238,73.0,90,0,5.12
316,Trelew,AR,2021-04-14 23:38:01,-43.249,-65.3051,67.95,43,45,6.22
317,Chimbote,PE,2021-04-14 23:38:01,-9.0853,-78.5783,67.23,86,80,6.89
318,Saint-Philippe,RE,2021-04-14 23:35:22,-21.3585,55.7679,77.0,78,90,6.91
319,Whitehorse,CA,2021-04-14 23:38:02,60.7161,-135.0538,44.6,49,75,21.85
320,Ugoofaaru,MV,2021-04-14 23:38:02,5.6667,73.0,82.65,72,52,6.6
321,Sorong,ID,2021-04-14 23:38:02,-0.8833,131.25,80.06,82,100,7.2
322,Khuchni,RU,2021-04-14 23:38:03,41.9499,47.9485,45.81,69,30,3.67
323,Talnakh,RU,2021-04-14 23:38:03,69.4865,88.3972,6.01,95,100,6.89
324,San Carlos De Bariloche,AR,2021-04-14 23:38:04,-41.1456,-71.3082,55.4,67,75,19.57
325,Beberibe,BR,2021-04-14 23:38:04,-4.1797,-38.1306,82.4,83,40,10.36
326,Lagoa,PT,2021-04-14 23:36:00,39.05,-27.9833,60.85,87,91,10.8
327,Queanbeyan,AU,2021-04-14 23:38:04,-35.35,149.2333,61.0,51,9,10.36
328,Port Moresby,PG,2021-04-14 23:38:05,-9.4431,147.1797,82.4,69,40,9.22
329,Belyy,RU,2021-04-14 23:38:05,55.8402,32.9419,46.67,92,100,8.63
330,Valleyview,CA,2021-04-14 23:38:06,55.0667,-117.2859,59.0,29,95,6.91
331,Bousso,TD,2021-04-14 23:38:06,10.4795,16.7117,89.4,13,100,5.44
332,Esqueda,MX,2021-04-14 23:38:06,30.7167,-109.5833,74.73,12,100,22.97
333,North Bend,US,2021-04-14 23:34:50,43.4065,-124.2243,68.0,39,1,21.85
334,Auki,SB,2021-04-14 23:35:09,-8.7676,160.7034,84.76,69,58,3.27
335,Porbandar,IN,2021-04-14 23:38:07,21.6422,69.6093,78.22,74,15,9.75
336,Karratha,AU,2021-04-14 23:38:07,-20.7377,116.8463,80.06,63,66,16.2
337,Howard Springs,AU,2021-04-14 23:38:08,-12.497,131.047,78.8,89,75,5.75
338,Yatou,CN,2021-04-14 23:38:08,37.15,122.3833,51.03,55,100,15.12
339,Kloulklubed,PW,2021-04-14 23:38:09,7.0419,134.2556,75.2,94,90,19.57
340,Luderitz,NA,2021-04-14 23:38:10,-26.6481,15.1594,74.73,33,0,5.08
341,Mogocha,RU,2021-04-14 23:38:11,53.7333,119.7667,29.19,72,93,1.28
342,Dhidhdhoo,MV,2021-04-14 23:35:18,6.8833,73.1,83.48,67,89,3.96
343,Campo Grande,BR,2021-04-14 23:38:11,-20.4428,-54.6464,78.8,61,0,8.05
344,Port Lincoln,AU,2021-04-14 23:35:16,-34.7333,135.8667,64.35,54,82,9.04
345,Lebedinyy,RU,2021-04-14 23:38:12,58.5167,125.5167,22.68,93,100,8.37
346,Cidreira,BR,2021-04-14 23:38:13,-30.1811,-50.2056,71.64,68,38,18.32
347,Ballitoville,ZA,2021-04-14 23:38:13,-29.539,31.2144,75.0,83,40,5.75
348,Tokur,RU,2021-04-14 23:38:13,53.1333,132.9,19.38,71,78,5.93
349,Lokoja,NG,2021-04-14 23:38:15,7.8024,6.743,80.01,72,87,5.06
350,Yaan,NG,2021-04-14 23:38:15,7.3833,8.5667,76.87,68,87,4.14
351,Virden,US,2021-04-14 23:38:16,39.5009,-89.7679,57.0,55,21,15.99
352,Vrangel,RU,2021-04-14 23:38:16,42.7297,133.0839,42.39,54,3,3.76
353,Nantucket,US,2021-04-14 23:38:17,41.2835,-70.0995,44.6,70,1,8.05
354,Nemuro,JP,2021-04-14 23:35:20,43.3236,145.575,37.38,62,48,9.46
355,Saint-Pierre,RE,2021-04-14 23:35:38,-21.3393,55.4781,77.0,78,90,6.91
356,Avera,US,2021-04-14 23:35:19,33.194,-82.5271,80.6,26,90,9.22
357,Xining,CN,2021-04-14 23:38:18,36.6167,101.7667,38.37,53,95,0.2
358,Tahta,EG,2021-04-14 23:36:49,26.7693,31.5021,69.8,28,0,5.75
359,Bom Jesus,BR,2021-04-14 23:38:18,-9.0744,-44.3586,73.0,83,53,0.69
360,Cap-Aux-Meules,CA,2021-04-14 23:38:19,47.3821,-61.8597,33.8,93,12,12.66
361,Chapais,CA,2021-04-14 23:38:19,49.7834,-74.8492,59.0,26,1,6.91
362,Stornoway,GB,2021-04-14 23:38:19,58.2093,-6.3865,35.6,100,0,1.14
363,Pindiga,NG,2021-04-14 23:38:19,9.9833,10.9333,79.72,54,96,12.15
364,Oriximina,BR,2021-04-14 23:38:20,-1.7656,-55.8661,77.85,86,97,2.55
365,Sibu,MY,2021-04-14 23:38:20,2.3,111.8167,75.2,88,20,4.61
366,Komsomolskiy,UZ,2021-04-14 23:36:11,40.4272,71.7189,53.6,76,100,4.0
367,Constitucion,CL,2021-04-14 23:36:04,-35.3333,-72.4167,56.07,92,25,10.54
368,Kangaatsiaq,GL,2021-04-14 23:38:21,68.3065,-53.4641,11.34,89,100,22.06
369,Talaya,RU,2021-04-14 23:38:21,61.3833,152.75,8.58,73,98,1.97
370,Voznesenskoye,RU,2021-04-14 23:38:22,54.89,42.7569,47.46,73,18,4.81
371,Longyearbyen,SJ,2021-04-14 23:35:02,78.2186,15.6401,6.8,61,75,16.11
372,Abha,SA,2021-04-14 23:38:22,18.2164,42.5053,64.4,55,0,3.04
373,Xapuri,BR,2021-04-14 23:38:23,-10.6517,-68.5044,77.99,77,94,2.73
374,Kibakwe,TZ,2021-04-14 23:38:23,-6.7167,36.3667,64.36,98,100,2.42
375,Sibolga,ID,2021-04-14 23:38:23,1.7427,98.7792,77.16,82,79,3.06
376,Leningradskiy,RU,2021-04-14 23:36:49,69.3833,178.4167,13.32,88,93,5.26
377,Goderich,CA,2021-04-14 23:38:24,43.7501,-81.7165,41.0,70,89,11.5
378,Chernyshevskiy,RU,2021-04-14 23:38:24,63.0128,112.4714,18.18,89,86,2.15
379,Altay,CN,2021-04-14 23:38:24,47.8667,88.1167,38.23,40,92,4.03
380,Elat,IL,2021-04-14 23:38:25,29.5581,34.9482,66.2,32,0,9.22
381,Port-Gentil,GA,2021-04-14 23:38:25,-0.7193,8.7815,80.6,89,40,4.61
382,Vanimo,PG,2021-04-14 23:38:25,-2.6741,141.3028,79.25,83,100,4.09
383,Namatanai,PG,2021-04-14 23:31:20,-3.6667,152.4333,84.02,68,72,4.09
384,Dongsheng,CN,2021-04-14 23:38:26,39.8161,109.9776,44.46,19,0,35.52
385,Marrakesh,MA,2021-04-14 23:34:40,31.6315,-8.0083,64.4,68,40,8.05
386,Mpika,ZM,2021-04-14 23:38:27,-11.8343,31.4529,57.34,96,70,5.08
387,Beringovskiy,RU,2021-04-14 23:38:27,63.05,179.3167,14.49,73,15,1.88
388,Amapa,BR,2021-04-14 23:38:27,1.0,-52.0,73.71,98,100,2.39
389,Ler,SS,2021-04-14 23:38:28,8.3018,30.1418,80.83,13,23,1.36
390,Codrington,AU,2021-04-14 23:36:19,-38.2667,141.9667,58.35,73,82,14.47
391,Sarmanovo,RU,2021-04-14 23:38:28,55.2553,52.5891,53.6,54,0,6.71
392,Kermanshah,IR,2021-04-14 23:38:29,34.3142,47.065,44.6,33,0,6.91
393,Spas-Demensk,RU,2021-04-14 23:38:29,54.4122,34.0226,48.61,93,100,6.49
394,Nyurba,RU,2021-04-14 23:38:30,63.2842,118.3319,21.92,91,95,1.66
395,Havre-Saint-Pierre,CA,2021-04-14 23:37:37,50.2334,-63.5986,37.4,81,1,4.61
396,Kerchevskiy,RU,2021-04-14 23:38:30,59.946,56.2884,46.76,88,41,9.15
397,Dolinsk,RU,2021-04-14 23:38:30,47.35,142.8,35.6,55,40,11.18
398,Itatskiy,RU,2021-04-14 23:38:31,56.07,89.0369,32.14,98,100,2.77
399,Swiecie,PL,2021-04-14 23:38:31,53.4095,18.4474,39.99,69,100,7.0
400,Berdigestyakh,RU,2021-04-14 23:38:31,62.0989,126.6992,21.38,85,98,2.98
401,Rocha,UY,2021-04-14 23:38:32,-34.4833,-54.3333,58.32,94,6,6.26
402,Yashkul,RU,2021-04-14 23:38:32,46.1711,45.3435,54.97,74,100,10.8
403,Ipero,BR,2021-04-14 23:38:33,-23.3503,-47.6886,68.0,68,0,17.27
404,Tura,IN,2021-04-14 23:37:46,25.5198,90.2201,74.17,63,88,6.29
405,Saint-Georges,GD,2021-04-14 23:38:33,12.0564,-61.7485,82.4,83,20,11.5
406,Sioux Lookout,CA,2021-04-14 23:38:34,50.1001,-91.917,30.2,86,90,6.91
407,Balykshi,KZ,2021-04-14 23:38:34,47.0667,51.8667,62.6,25,40,24.61
408,Reconquista,AR,2021-04-14 23:38:34,-29.15,-59.65,73.4,83,90,2.3
409,Klyuchi,RU,2021-04-14 23:38:35,52.2667,79.1667,40.89,93,68,4.25
410,Port Hedland,AU,2021-04-14 23:38:35,-20.3167,118.5667,75.2,78,81,9.22
411,Kurilsk,RU,2021-04-14 23:38:36,45.2333,147.8833,32.68,69,95,10.76
412,Castro,BR,2021-04-14 23:35:14,-24.7911,-50.0119,56.7,86,99,7.85
413,Chaman,PK,2021-04-14 23:38:36,30.9236,66.4512,61.88,51,48,5.61
414,Belmonte,BR,2021-04-14 23:38:37,-15.8631,-38.8828,73.4,83,75,4.61
415,Marienburg,PL,2021-04-14 23:38:37,54.0359,19.0266,39.0,88,100,13.38
416,High Rock,BS,2021-04-14 23:38:38,26.6208,-78.2833,75.2,57,20,10.36
417,Sinnamary,GF,2021-04-14 23:36:36,5.3833,-52.95,78.66,89,88,9.86
418,Savannah Bight,HN,2021-04-14 23:38:38,16.45,-85.85,82.4,74,40,6.91
419,Areia Branca,BR,2021-04-14 23:38:39,-4.9561,-37.1369,78.89,84,96,13.65
420,Alamosa,US,2021-04-14 23:38:39,37.4695,-105.87,64.4,12,1,23.02
421,Itarema,BR,2021-04-14 23:35:37,-2.9248,-39.9167,79.54,82,38,11.27
422,Fuyang,CN,2021-04-14 23:38:41,32.9,115.8167,54.55,81,96,9.8
423,Karpathos,GR,2021-04-14 23:38:41,35.507,27.2132,60.8,82,47,13.8
424,Prince George,CA,2021-04-14 23:38:42,53.9166,-122.753,60.8,31,1,8.05
425,Yerbogachen,RU,2021-04-14 23:38:42,61.2767,108.0108,21.81,81,61,4.9
426,Sharjah,AE,2021-04-14 23:37:16,25.3573,55.4033,87.01,31,0,2.3
427,Bartica,GY,2021-04-14 23:38:43,6.4,-58.6167,78.8,89,20,6.91
428,Adrar,MR,2021-04-14 23:36:39,20.5022,-10.0711,77.14,19,42,11.92
429,Baglung,NP,2021-04-14 23:38:43,28.2719,83.5898,63.18,25,4,7.65
430,Flinders,AU,2021-04-14 23:35:41,-34.5833,150.8552,68.0,54,9,1.99
431,Rocky Mountain House,CA,2021-04-14 23:38:44,52.3668,-114.9188,59.0,26,76,5.75
432,Chisinau,MD,2021-04-14 23:38:44,47.0056,28.8575,44.6,100,90,9.22
433,Winnemucca,US,2021-04-14 23:38:44,40.973,-117.7357,51.8,30,90,11.5
434,Lahij,YE,2021-04-14 23:38:45,13.1667,44.5833,73.65,72,1,3.36
435,Sao Sebastiao,BR,2021-04-14 23:36:09,-23.76,-45.4097,69.44,76,67,5.57
436,Katobu,ID,2021-04-14 23:38:45,-4.9408,122.5276,79.29,81,81,1.36
437,Jacareacanga,BR,2021-04-14 23:38:45,-6.2222,-57.7528,75.36,95,100,0.2
438,Nalut,LY,2021-04-14 23:36:10,30.3333,10.85,66.36,20,100,15.9
439,Nome,US,2021-04-14 23:38:46,64.5011,-165.4064,35.01,86,40,10.36
440,Allen,US,2021-04-14 23:38:47,41.0706,-85.0144,51.8,43,75,13.8
441,Gornozavodsk,RU,2021-04-14 23:38:47,58.3758,58.3211,35.31,99,82,2.39
442,Mandalgovi,MN,2021-04-14 23:38:47,45.7625,106.2708,22.75,53,84,31.32
443,Owando,CG,2021-04-14 23:38:48,-0.4819,15.8999,71.87,91,92,2.15
444,Sao Joao Da Barra,BR,2021-04-14 23:34:59,-21.6403,-41.0511,71.33,74,21,10.51
445,Bonfim,BR,2021-04-14 23:38:48,3.0833,-59.95,80.28,79,73,4.03
446,Palmer,US,2021-04-14 23:38:48,42.1584,-72.3287,60.8,55,75,11.5
447,Sambava,MG,2021-04-14 23:38:49,-14.2667,50.1667,74.25,90,78,5.53
448,Hohhot,CN,2021-04-14 23:38:49,40.8106,111.6522,37.4,60,0,4.47
449,Vannes,FR,2021-04-14 23:38:49,47.8333,-2.5,39.2,65,0,9.22
450,Kapit,MY,2021-04-14 23:38:50,2.0167,112.9333,75.15,96,88,0.63
451,Nhulunbuy,AU,2021-04-14 23:38:26,-12.2333,136.7667,82.4,78,40,5.75
452,Caxias,PT,2021-04-14 23:38:51,38.7031,-9.2767,61.0,100,40,4.61
453,Fairfield,US,2021-04-14 23:38:51,41.2668,-73.3162,57.99,76,90,11.5
454,Ocampo,MX,2021-04-14 23:38:51,21.65,-101.5,82.0,50,44,15.99
455,Helong,CN,2021-04-14 23:38:52,42.5397,128.9972,49.57,23,7,7.65
456,Zhireken,RU,2021-04-14 23:38:52,52.8249,117.3076,30.42,32,100,2.8
457,Shestakovo,RU,2021-04-14 23:38:52,56.4915,103.96,28.6,92,100,2.35
458,Tigil,RU,2021-04-14 23:38:53,57.8,158.6667,32.59,100,100,12.19
459,Talas,TR,2021-04-14 23:38:53,38.6908,35.5538,41.0,87,75,2.3
460,Manado,ID,2021-04-14 23:38:53,1.487,124.8455,77.0,94,20,5.26
461,Paita,PE,2021-04-14 23:38:54,-5.0892,-81.1144,75.2,69,0,17.27
462,Lyskovo,RU,2021-04-14 23:38:54,56.0328,45.0422,49.15,83,2,4.81
463,Shizunai,JP,2021-04-14 23:38:55,42.3339,142.3669,41.07,66,40,17.92
464,Bubaque,GW,2021-04-14 23:38:24,11.2833,-15.8333,77.61,78,6,15.1
465,Erzin,TR,2021-04-14 23:38:55,36.9559,36.2,57.99,76,98,1.7
466,Lorengau,PG,2021-04-14 23:36:54,-2.0226,147.2712,84.51,66,54,6.38
467,Ketchikan,US,2021-04-14 23:35:09,55.3422,-131.6461,53.6,58,1,9.22
468,Isla Mujeres,MX,2021-04-14 23:38:56,21.2311,-86.731,82.4,74,75,11.5
469,Sao Gabriel Da Cachoeira,BR,2021-04-14 23:38:56,-0.1303,-67.0892,78.8,94,75,4.72
470,Gamboma,CG,2021-04-14 23:38:57,-1.8764,15.8644,73.87,87,84,1.81
471,Sisimiut,GL,2021-04-14 23:38:57,66.9395,-53.6735,10.35,85,95,19.93
472,Alofi,NU,2021-04-14 23:38:57,-19.0595,-169.9187,80.6,69,40,5.75
473,Smithers,CA,2021-04-14 23:38:58,54.7804,-127.1743,64.4,22,20,4.61
474,Aksarayskiy,RU,2021-04-14 23:38:58,46.7924,48.0119,62.6,34,0,11.18
475,Dudinka,RU,2021-04-14 23:35:02,69.4058,86.1778,9.99,95,100,7.14
476,Caravelas,BR,2021-04-14 23:38:59,-17.7125,-39.2481,76.62,65,31,10.04
477,Aykhal,RU,2021-04-14 23:39:00,66.0,111.5,16.5,96,80,3.33
478,Mumbwa,ZM,2021-04-14 23:39:00,-14.9783,27.0619,57.83,75,20,4.54
479,Yongan,CN,2021-04-14 23:39:01,39.6957,113.6871,50.86,35,7,10.11
480,Cookeville,US,2021-04-14 23:39:01,36.1628,-85.5016,54.0,94,90,4.5
481,Vao,NC,2021-04-14 23:35:54,-22.6667,167.4833,74.84,79,100,20.38
482,Fengrun,CN,2021-04-14 23:39:02,39.8333,118.1167,52.0,61,32,8.01
483,Kortkeros,RU,2021-04-14 23:39:02,61.8106,51.5806,50.0,66,0,11.18
484,Mezhova,UA,2021-04-14 23:39:03,48.2532,36.7347,42.69,86,61,6.71
485,Sechura,PE,2021-04-14 23:39:03,-5.5569,-80.8222,74.79,64,86,16.22
486,Bereda,ES,2021-04-14 23:39:03,43.2686,-7.5406,44.01,97,18,5.99
487,Mangan,IN,2021-04-14 23:39:04,27.5167,88.5333,65.66,41,39,7.43
488,Abu Kamal,SY,2021-04-14 23:39:04,34.4506,40.9171,60.3,28,1,4.47
489,Port Blair,IN,2021-04-14 23:39:04,11.6667,92.75,81.21,77,96,1.99
490,Rubtsovsk,RU,2021-04-14 23:39:05,51.5,81.25,38.71,75,25,4.27
491,Skjervoy,NO,2021-04-14 23:39:05,70.0311,20.9714,29.64,92,100,14.97
492,Iquitos,PE,2021-04-14 23:34:38,-3.7481,-73.2472,80.6,83,40,3.44
493,Ahipara,NZ,2021-04-14 23:38:23,-35.1667,173.1667,65.39,65,58,11.74
494,Doha,QA,2021-04-14 23:35:46,25.2867,51.5333,80.6,44,0,10.36
495,Jacmel,HT,2021-04-14 23:39:06,18.2342,-72.5347,82.4,65,20,9.22
496,Tazovskiy,RU,2021-04-14 23:39:06,67.4667,78.7,32.58,99,100,14.03
497,La Rioja,ES,2021-04-14 23:39:06,42.25,-2.5,42.8,75,0,1.14
498,Anadyr,RU,2021-04-14 23:39:07,64.75,177.4833,8.6,66,20,4.47
499,Pau Brasil,BR,2021-04-14 23:39:07,-15.4642,-39.6511,70.16,86,76,3.91
500,Bull Savanna,JM,2021-04-14 23:39:08,17.8868,-77.5902,75.56,62,41,1.14
501,Ormond Beach,US,2021-04-14 23:37:03,29.2858,-81.0559,78.8,65,1,10.36
502,Port Hardy,CA,2021-04-14 23:39:08,50.6996,-127.4199,53.6,62,40,11.5
503,Shingu,JP,2021-04-14 23:35:43,33.7333,135.9833,50.0,40,0,6.91
504,Zhob,PK,2021-04-14 23:39:09,31.3411,69.4481,65.44,38,100,1.25
505,Santa Isabel Do Rio Negro,BR,2021-04-14 23:39:09,-0.4139,-65.0192,71.82,99,100,2.93
506,Lebyazhye,RU,2021-04-14 23:39:09,55.2689,66.4947,42.6,81,22,8.39
507,Thinadhoo,MV,2021-04-14 23:37:27,0.5333,72.9333,81.9,65,76,3.71
508,Lingyuan,CN,2021-04-14 23:39:10,41.24,119.4011,56.39,25,43,15.23
509,Keti Bandar,PK,2021-04-14 23:39:10,24.1447,67.4497,79.34,66,37,11.74
510,Mangit,UZ,2021-04-14 23:39:11,40.5971,70.9607,53.6,58,100,4.61
511,Wicklow,IE,2021-04-14 23:39:11,53.0,-6.4167,37.99,87,20,3.44
512,Sangueya,GN,2021-04-14 23:39:11,10.7,-14.3667,78.19,83,70,6.17
513,Suntar,RU,2021-04-14 23:39:12,62.1444,117.6319,23.81,93,94,0.29
514,Turka,UA,2021-04-14 23:39:12,49.1541,23.0297,33.01,87,100,3.76
515,Polson,US,2021-04-14 23:39:12,47.6936,-114.1632,50.0,50,46,20.0
516,Luwuk,ID,2021-04-14 23:39:13,-0.9516,122.7875,80.11,82,99,3.31
517,Kidal,ML,2021-04-14 23:39:13,18.4411,1.4078,88.11,8,1,10.29
518,Jamame,SO,2021-04-14 23:39:13,0.0722,42.7506,80.74,79,98,7.2
519,Jasper,US,2021-04-14 23:39:14,37.2001,-94.3502,60.8,39,1,12.66
520,Umm Lajj,SA,2021-04-14 23:37:28,25.0213,37.2685,73.63,48,0,8.9
521,Shache,CN,2021-04-14 23:39:14,38.4167,77.2406,55.74,32,72,8.37
522,Mackay,AU,2021-04-14 23:39:15,-21.15,149.2,78.01,69,4,13.8
523,Nouadhibou,MR,2021-04-14 23:39:15,20.931,-17.0347,66.2,94,75,18.41
524,Husavik,IS,2021-04-14 23:39:16,66.0449,-17.3389,41.0,70,40,3.44
525,Kamaishi,JP,2021-04-14 23:37:11,39.2667,141.8833,41.0,60,75,4.61
526,Northam,GB,2021-04-14 23:36:57,51.0333,-4.2167,42.01,82,43,3.0
527,Huangmei,CN,2021-04-14 23:39:16,30.1924,116.025,58.33,87,96,0.47
528,Pangai,TO,2021-04-14 23:39:17,-19.8,-174.35,82.4,65,20,2.3
529,Kalmunai,LK,2021-04-14 23:39:17,7.4167,81.8167,77.81,85,99,7.96
530,Makueni,KE,2021-04-14 23:39:18,-1.8041,37.6203,62.98,94,79,3.13
531,Lucea,JM,2021-04-14 23:39:18,18.451,-78.1736,81.0,61,20,13.8
532,Chlumec Nad Cidlinou,CZ,2021-04-14 23:39:18,50.1544,15.4603,37.0,75,0,6.91
533,Pedasi,PA,2021-04-14 23:39:19,7.5333,-80.0333,77.0,89,100,7.16
534,Hamilton,US,2021-04-14 23:39:12,39.1834,-84.5333,60.8,51,20,5.75
535,Campos Belos,BR,2021-04-14 23:39:19,-13.0367,-46.7717,74.07,57,100,1.43
536,Comodoro Rivadavia,AR,2021-04-14 23:39:19,-45.8667,-67.5,60.8,67,0,2.3
537,Bowen,AU,2021-04-14 23:39:20,-20.0167,148.2333,77.0,69,5,11.5
538,Cabedelo,BR,2021-04-14 23:39:20,-6.9811,-34.8339,78.8,100,20,4.61
539,Macau,MO,2021-04-14 23:39:20,22.2006,113.5461,73.4,88,40,18.41
540,Kadiri,IN,2021-04-14 23:39:21,14.1167,78.1667,76.24,65,99,2.59
541,Nabire,ID,2021-04-14 23:37:02,-3.3667,135.4833,79.45,76,100,3.09
542,Los Llanos De Aridane,ES,2021-04-14 23:36:10,28.6585,-17.9182,68.0,68,0,4.61
543,Bakchar,RU,2021-04-14 23:35:22,57.0186,82.0711,35.4,99,100,3.15
544,Manta,EC,2021-04-14 23:39:21,-0.95,-80.7333,80.6,74,75,4.61
545,Shiyan,CN,2021-04-14 23:39:22,32.6475,110.7781,55.35,83,33,4.36
546,Krasnoselkup,RU,2021-04-14 23:39:23,65.7,82.4667,30.92,97,100,26.44
547,Lensk,RU,2021-04-14 23:39:23,60.7253,114.9278,25.88,91,100,4.23
548,Inuvik,CA,2021-04-14 23:39:23,68.3499,-133.7218,46.4,39,100,5.75
549,Vardo,NO,2021-04-14 23:38:49,70.3705,31.1107,28.4,86,20,31.07
550,Praia,CV,2021-04-14 23:37:07,14.9215,-23.5087,73.4,60,0,20.71
551,Gus-Zheleznyy,RU,2021-04-14 23:39:25,55.0581,41.1656,48.52,68,100,4.47
552,Dingle,PH,2021-04-14 23:37:46,10.9995,122.6711,81.46,76,100,6.22
553,Liverpool,GB,2021-04-14 23:36:27,53.4106,-2.9779,43.0,65,0,4.61
554,Grindavik,IS,2021-04-14 23:39:26,63.8424,-22.4338,42.8,93,75,14.97
555,Camocim,BR,2021-04-14 23:39:26,-2.9022,-40.8411,77.58,90,44,11.14
556,Jyvaskyla,FI,2021-04-14 23:39:26,62.2415,25.7209,27.0,93,0,1.14
557,Zauralskiy,RU,2021-04-14 23:39:27,54.7875,61.2365,42.8,93,0,2.24
558,Barcelona,ES,2021-04-14 23:39:27,41.3888,2.159,55.0,76,0,4.61
559,Kyzyl-Suu,KG,2021-04-14 23:39:28,42.3414,78.0056,44.06,47,35,7.36
560,Zheshart,RU,2021-04-14 23:39:28,62.0731,49.5733,37.24,92,100,6.15
561,Chernyy Yar,RU,2021-04-14 23:39:28,48.0624,46.1091,53.76,57,53,8.93
562,Russkiy Kameshkir,RU,2021-04-14 23:39:29,52.8589,46.0892,47.01,79,1,7.52
563,Pringsewu,ID,2021-04-14 23:39:29,-5.3582,104.9744,74.82,94,90,2.59
564,Lima,PE,2021-04-14 23:34:33,-12.0432,-77.0282,68.0,77,0,6.91
565,Tarancon,ES,2021-04-14 23:39:29,40.0085,-3.0073,53.6,94,75,3.44
566,Almaznyy,RU,2021-04-14 23:39:30,48.0448,40.045,42.8,93,0,4.47
